Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,xGP/90,Sv %,xSv %,Aer A/90,OPCrs C/90,Hdrs A,Conv %,Mins/Gl,xA/90,Saves/90,xG/90,Gls/90,NPxG/90,xG/shot,Shot %,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
Opt,  ,Moray Northcott,£2.5K  £7K,1.64,91,Sports Direct Premiership,,,,6.68,0.59,236,,,0.03,,0.02,,0.02,0.05,20%,4.56,0.68,17%,3.37,0.59,18%,21,12.0km,0.85,45.68,38.29,13.37,17.11,4.81,0.14,0.42,0.08,0.68,1.3,1.78,12.72,0.71,2.07,0.76,68%,2.12,76%,84%,7.65,0.03,0.14,0.71,0.14
,  ,Jack Murphy,£60K  £180K,1.49,91,Sports Direct Premiership,,,,8.45,0.23,333,9%,"1,182.33",0.04,,0.09,0.08,0.09,0.1,26%,6.04,0.79,13%,1.67,0.23,14%,9,11.7km,0.25,50.98,43.19,9.57,6.24,4.47,0.43,0.86,0.23,0.84,1.62,1.65,16.7,0.53,1.7,1.34,71%,1.8,91%,85%,4.87,0.23,0.03,0.53,0.1
,  ,Gallagher Lennon,£65K  £200K,2.4,96,Sports Direct Premiership,,,,6.85,0.48,258,,,0.11,,0.02,,0.02,0.16,0%,4.06,0.53,16%,2.84,0.48,17%,18,11.4km,0.48,47.56,39.49,10.12,12,6.29,0,0.13,0,1.17,1.75,2.36,15.62,1.17,2.36,0.32,59%,2.79,83%,83%,7.2,0.27,0.13,1.17,0.11
Opt,  ,Jamie Leishman,£3.5K  £10K,1.5,89,Sports Direct Premiership,,,,9.11,0,323,23%,"1,064.00",0.07,,0.02,0.08,0.02,0.05,31%,6.37,0.85,,0.17,0,0%,0,11.3km,0.08,53.01,44.18,5.41,3.75,3.58,0.17,0.37,0.11,0.56,1.41,1.1,18.13,0.34,1.24,0.42,70%,1.1,81%,83%,3.83,0.28,0.06,0.34,0.03
,  ,Gavin Murray,£26K  £80K,2.12,89,Sports Direct Premiership,,,,6.91,0.23,90,14%,"1,172.00",0.03,,0.04,0.08,0.04,0.08,29%,4.68,0.69,12%,1.92,0.23,12%,3,12.0km,0.23,47.23,39.93,10.14,11.37,4.84,0.15,0.54,0.15,0.61,1.69,2,13.21,1.23,3.15,0.84,68%,2.84,74%,85%,6.68,0.23,0.08,1.23,
,  ,Robbie McMahon,£2K  £5K,0.95,84,Sports Direct Premiership,,,,5.75,0.79,117,,,0.07,,0.02,,0.02,0.08,0%,3.2,0.25,20%,3.84,0.79,21%,16,12.6km,0.69,43.18,36.64,9.74,12.05,3.93,0.1,0.2,0,1.03,1.33,2.26,14.95,0.79,2.07,1.03,56%,1.67,76%,85%,7.72,0.15,0.15,0.79,0.05
,  ,Daniel Finlayson,£2.5K  £7K,1.86,84,Sports Direct Premiership,,,,7.7,0.56,332,2%,"3,883.00",0.14,,0.1,0.02,0.1,0.1,20%,5.89,0.81,16%,3.36,0.56,17%,24,12.6km,0.49,46.26,38.89,15.18,9.13,4.73,0.3,1.02,0.21,0.7,1.53,1.95,14.49,0.95,2.18,0.53,77%,2.06,77%,84%,7.05,0.12,0.09,0.95,0.21
,  ,Adam Breslin,£0,1.58,86,Sports Direct Premiership,,,,7.17,0.28,254,,,0.08,,0.05,,0.05,0.12,8%,4.77,0.99,10%,2.68,0.28,11%,10,12.4km,0.54,46.59,39.54,11.8,15.95,5.19,0.11,0.37,0.03,0.71,1.98,1.64,13.63,1.38,2.34,0.23,67%,2.09,80%,85%,7.99,0.17,0.23,1.38,
,  ,Colin Gargan,£16K  £50K,1.46,78,Sports Direct Premiership,,,,5.73,0.26,222,7%,871.5,0.05,,0.13,0.1,0.13,0.1,17%,2.63,0.23,8%,3.02,0.26,9%,10,11.9km,0.65,45.67,38.34,13.63,14.07,5.09,0.52,1.39,0.23,0.72,1.73,1.99,13.99,0.85,2.22,0.34,46%,2.14,83%,84%,7.25,0.21,0.05,0.85,
Inj,  ,Khaled Hamidi,£150K  £425K,1.58,97,Sports Direct Premiership,,,,7.44,0.81,230,,,0.08,,0.2,,0.2,0.13,13%,5.63,0.52,14%,5.79,0.81,14%,25,12.5km,1.59,47.12,39.26,16.08,13.69,5.05,0.61,1.49,0.19,0.74,1.81,2.39,14.82,0.78,1.65,0.61,76%,1.88,92%,83%,7.57,0.06,0.23,0.87,0.26
,  ,Robbie Garcia,£40K  £120K,1.82,96,Sports Direct Premiership,,,,5.18,0.4,195,12%,"1,694.00",0.05,,0.06,0.05,0.06,0.14,18%,2.76,0.27,17%,2.26,0.4,18%,15,12.3km,1.04,45.69,38.78,10.65,13.34,4.91,0.13,0.45,0.08,0.88,1.7,1.94,14.24,1.3,2.07,0.74,53%,2.15,82%,85%,7.33,0.13,0.11,1.3,0.05
,  ,Gary Byrne,£6K  £20K,1.52,75,Sports Direct Premiership,,,,8.72,0.05,376,6%,"3,881.00",0.02,,0.05,0.02,0.05,0.13,29%,6.01,1.07,7%,0.6,0.05,8%,2,11.5km,0.14,50.44,41.6,6.01,5.43,3.66,0.14,0.39,0.12,0.35,1.3,1.32,11.59,0.35,1.25,0.97,69%,1.25,81%,82%,3.76,0.3,0.07,0.35,
,  ,Adam Beith,£20K  £60K,1.24,74,Sports Direct Premiership,,,,5.45,0.28,177,,,0.05,,0.02,,0.02,0.07,13%,2.68,0.28,12%,2.22,0.28,13%,9,12.6km,0.98,45.66,38.98,13.54,18.4,4.92,0.12,0.25,0.03,0.74,1.91,2.18,10.86,0.89,2.49,0.15,49%,2.55,86%,85%,7.29,0.18,,0.89,0.03
Loa,  ,Brian Healy,£0,1,24,Sports Direct Premiership,,,,5.77,0.7,41,,,0.04,,0.13,,0.13,0.09,0%,3.24,0.28,13%,5.07,0.7,14%,5,12.1km,0.56,46.76,38.03,11.97,18.59,3.94,0.42,1.41,0,1.27,1.83,1.97,5.35,0.7,1.69,0.85,56%,1.55,73%,81%,6.2,0.14,,0.7,
,  ,Zak Gannon,£16K  £45K,1.6,87,Sports Direct Premiership,,,,7.32,0.32,278,,,0.04,,0.02,,0.02,0.07,11%,4.76,0.84,11%,2.68,0.32,12%,12,12.1km,0.53,46.78,40.88,10.66,15.16,5.16,0.08,0.24,0.03,0.74,1.53,1.9,15.16,1.21,2.11,0.39,65%,2.61,93%,87%,6.34,0.13,0.05,1.21,0.08
,  ,James Quinn,£1K  £3.5K,0.73,60,Sports Direct Premiership,,,,8.81,0.13,131,25%,"1,339.00",0.03,,0.02,0.07,0.02,0.07,50%,6.59,1.01,14%,0.94,0.13,14%,2,11.4km,0.27,49.27,40.93,7.73,6.18,3.9,0.13,0.27,0.13,0.54,1.88,1.41,15.53,0.4,1.34,0.54,75%,1.34,87%,83%,4.3,0.34,,0.4,
Opt,  ,Craig Howie,£2K  £6K,2.17,88,Sports Direct Premiership,,,,7.69,0.29,134,16%,392.25,0.04,,0.13,0.23,0.13,0.09,24%,4.82,0.52,7%,3.84,0.29,7%,5,12.5km,0.69,46.41,39.35,16,12.39,5.16,0.63,1.43,0.34,0.8,1.84,2.24,15.66,1.09,2.07,0.46,63%,1.61,70%,85%,7.69,0.17,0.11,1.09,0.06
,  ,Ethan McGee,£10K  £30K,1,72,Sports Direct Premiership,,,,5.9,0.24,173,,,0.11,,0.17,,0.17,0.15,19%,3.65,0.31,7%,3.38,0.24,7%,7,12.7km,0.61,45.96,38.82,11.7,13.58,5.56,0.27,1.09,0.2,0.78,1.47,2.25,12.66,1.09,2.08,0.78,62%,1.98,87%,84%,6.48,0.07,0.1,1.09,0.07
,  ,Josh Short,£24K  £70K,1.9,83,Sports Direct Premiership,,,,6.95,0.31,266,,,0.03,,0.04,,0.04,0.12,29%,4.91,0.52,14%,2.14,0.31,15%,12,12.6km,0.84,48.25,41.22,13.14,13.64,5.22,0.1,0.37,0.1,0.99,1.33,2.06,13.45,0.63,2.04,0.39,71%,2.27,81%,85%,7.55,0.16,0.03,0.63,0.03
,  ,Bobby Burns,£10K  £30K,0.97,71,Sports Direct Premiership,,,,5.37,0.57,142,,,0.13,,0.03,,0.03,0.13,20%,2.91,0.38,16%,9.08,1.21,13%,15,12.2km,0.49,43.68,36.87,13.08,13.16,5.26,0.04,0.19,0.04,0.79,1.7,1.66,18.68,1.44,2.76,0.72,54%,2.72,82%,84%,8.32,0.23,0.3,2.61,0.08
,  ,Ben O'Callaghan,£45K  £130K,1.58,82,Sports Direct Premiership,,,,8.97,0.05,166,11%,"1,666.00",0.01,,0.04,0.05,0.04,0.09,11%,5.08,0.59,14%,0.59,0.05,9%,1,11.0km,0.05,52.73,45,5.29,3.94,4.27,0.16,0.49,0.05,0.43,1.57,1.3,15.18,0.38,1.35,0.27,57%,1.4,93%,85%,3.73,0.27,0.05,0.38,0.05
,  ,Henry Jeffcott,£70K  £210K,1.91,92,Sports Direct Premiership,,,,7.64,0.09,355,10%,"1,394.00",0.08,,0.07,0.06,0.07,0.1,20%,5.19,0.67,8%,0.97,0.09,9%,4,11.4km,0.49,50.21,42.33,7.49,5.49,4.22,0.22,0.65,0.13,0.45,1.53,1.33,14.87,0.41,1.74,0.73,68%,1.18,62%,84%,4.18,0.28,0.13,0.41,0.04
,  ,Gareth Dully,£4.5K  £14K,2.16,100,Sports Direct Premiership,,,,5.94,0.79,232,6%,"1,172.33",0.09,,0.12,0.08,0.12,0.09,17%,2.84,0.28,16%,4.99,0.82,16%,31,12.1km,0.74,46.06,38.44,15.43,12.08,5.37,0.44,1.33,0.23,0.64,1.79,2.41,14.51,1.15,2.05,0.56,48%,2.1,86%,83%,7.27,0.15,0.18,1.15,0.05
,  ,Jack Scott,£50K  £150K,1.46,88,Sports Direct Premiership,,,,5.46,1.13,193,10%,"3,180.00",0.09,,0.03,0.03,0.03,0.09,30%,3,0.57,12%,9.17,1.13,12%,40,13.2km,1.84,42.03,36.45,14.15,15.25,3.88,0.17,0.28,0.08,0.48,1.56,2.07,10.92,1.61,2.75,0.23,55%,2.07,73%,87%,10.81,0.08,0.08,1.64,0.14
,  ,Tommy McHale,£0,1.55,68,Sports Direct Premiership,,,,5.53,0.48,221,13%,"1,797.50",0.06,,0.05,0.05,0.05,0.12,44%,2.85,0.45,20%,2.38,0.48,20%,19,12.7km,0.5,46.41,39.73,12.29,15.37,5.63,0.13,0.4,0.18,0.88,1.65,2.15,14.42,1.35,2.18,0.93,52%,2.4,79%,86%,6.63,0.13,0.1,1.35,0.13
,  ,Mark Connolly,£0,1.19,47,Sports Direct Premiership,,,,5.57,0.2,112,,,0.06,,0.01,,0.01,0.04,0%,2.54,0.4,8%,2.29,0.2,9%,4,12.5km,0.6,47.56,38.96,11.74,16.42,5.77,0.05,0.25,0,0.7,1.44,1.94,8.66,0.8,1.69,0.4,46%,1.84,86%,82%,6.87,0.1,0.05,0.8,0.05
,  ,Ciaran McMahon,£4K  £12K,0.46,67,Sports Direct Premiership,,,,5.61,0.36,188,,,0.05,,0.04,,0.04,0.12,0%,3.01,0.21,11%,3.25,0.36,11%,12,11.8km,0.92,46.73,39.36,10.05,18.52,5.22,0.06,0.3,0,0.81,1.22,2.36,13.69,0.83,2.06,1.19,54%,2.03,78%,84%,7.28,0.06,0.06,0.83,0.03
,  ,Padraig Anderson,£20K  £55K,1.82,81,Sports Direct Premiership,,,,7.22,0.51,267,3%,"3,327.00",0.04,,0.09,0.03,0.09,0.1,24%,4.38,0.81,16%,3.11,0.51,17%,19,12.0km,0.84,47.45,40.14,14.12,14.28,4.06,0.38,0.92,0.22,0.35,1.41,1.81,11.28,0.65,2.16,0.65,61%,2.14,86%,85%,7.93,0.08,0.11,0.65,0.08
,  ,Kane Patterson,£16K  £45K,1.31,67,Sports Direct Premiership,,,,6.59,0.54,170,9%,773.67,0.09,,0.14,0.12,0.14,0.1,23%,3.8,0.5,19%,2.75,0.54,20%,14,12.4km,0.43,45.37,38.66,11.59,14.5,4.92,0.27,1.36,0.31,0.74,1.82,2.17,11.67,1.36,1.98,0.43,58%,1.86,79%,85%,6.9,0.31,0.19,1.36,0.04
Res,  ,Daniel Larmour,£0,0.25,44,Sports Direct Premiership,,,,8.45,0,149,,,0.03,,0.05,,0.05,0.06,7%,5.44,0.85,,2.16,0.28,13%,0,10.6km,0.23,50.36,43.84,6.24,7.54,3.8,0.34,0.79,0.06,0.62,1.47,1.42,9.92,0.34,1.53,1.19,64%,1.76,94%,87%,3.86,0.28,0.11,0.34,0.11
Yth,  ,Eddie Fitzpatrick,£0,0.94,44,Sports Direct Premiership,,,,3.56,0.75,57,,,0.05,,0.02,,0.02,0.26,0%,1.5,0.12,11%,6.5,0.75,12%,12,12.2km,1.38,39.75,34.06,12.94,24.94,3.5,0,0.06,0,1.06,2,3.12,4.56,1.25,2.19,0.25,42%,2.25,88%,86%,10.44,0.06,0.19,1.25,
,  ,Kenny McKee,£7K  £20K,1.14,80,Sports Direct Premiership,,,,6.82,0.38,235,,,0.02,,0.01,,0.01,0.05,14%,3.6,0.58,14%,2.55,0.38,15%,13,12.5km,0.61,46.02,39.84,14.25,15.52,5.45,0.09,0.2,0.03,0.78,1.71,2.32,10.68,0.96,2.64,0.78,53%,3.31,92%,87%,7.83,0.09,0.06,0.96,
,  ,Jake Wallace,£500  £2K,0.22,61,Sports Direct Premiership,,,,6.5,0.28,139,4%,"1,926.00",0.04,,0.15,0.05,0.15,0.14,22%,3.88,0.37,8%,3.6,0.28,8%,6,12.7km,0.79,47.99,41.5,11.78,16.31,4.49,0.19,1.07,0.23,0.84,2.1,1.96,10.42,1.03,1.82,0.84,60%,1.73,77%,86%,6.87,0.05,,1.45,0.05
,  ,Tjan Kolednik,£16K  £45K,0.86,98,Belarusian Highest League,,,,6.54,0.3,86,,,0.1,,0.07,,0.07,0.13,14%,3.8,0.3,8%,5.47,0.61,11%,4,12.6km,1.44,45.08,38.77,13.61,13.68,4.86,0.15,0.53,0.08,0.76,1.9,1.67,11.48,1.06,2.13,0.61,58%,2.13,76%,86%,6.92,0.15,0.23,1.06,0.08
Inj,  ,Vladislav Ignatenko,£50K  £150K,1.09,93,Belarusian Highest League,,,,5.77,0.2,58,,,0.05,,0.3,,0.3,0.18,24%,2.69,0.2,5%,3.38,0.2,6%,2,11.9km,1.39,48.29,38.33,14.93,12.54,5.28,0.4,1.69,0.4,0.5,1.39,2.09,10.75,1,1.79,0,47%,1.59,73%,79%,7.37,0.2,0.1,1,0.1
Rst,  ,Zakhar Kholodov,£22K  £65K,1.16,99,Belarusian Highest League,,,,5.26,0.94,101,,,0.06,,0,,0,0.08,0%,2.39,0.16,13%,6.92,0.94,14%,18,13.3km,2.24,35.29,30.71,12.34,15.41,3.49,0.05,0.05,0,0.57,1.87,2.86,10.25,1.56,3.38,0,46%,2.45,78%,87%,9.27,0.21,0.05,1.56,0.05
Opt,  ,Dmitriy Prischepa,£12K  £35K,0.92,94,Belarusian Highest League,,,,6.04,0.31,78,,,0.05,,0.08,,0.08,0.51,50%,4.64,0.85,10%,2.86,0.31,11%,4,13.3km,1.24,42.87,37.22,14.24,16.64,5.42,0,0.15,0.08,0.77,1.86,2.32,12.07,1.16,1.93,0.23,77%,2.09,87%,87%,7.58,0.23,0.15,1.16,0.08
Inj,  ,Walterson van Drunen,£10K  £35K,2,100,Belarusian Highest League,,,,5.42,0.2,81,,,0.1,,0.14,,0.14,0.1,14%,3.15,0.54,12%,1.61,0.2,13%,3,12.0km,0.47,45.74,36.09,12.39,13.53,5.09,0.67,1.41,0.2,0.54,1.88,2.01,15.94,1.07,1.94,0.47,58%,2.21,87%,79%,7.3,0.13,0.13,1.07,0.07
,  ,Pavel Pashevich,£10K  £30K,1.2,86,Belarusian Highest League,,,,6.67,0.43,62,,,0.03,,0.14,,0.14,0.11,18%,5.38,0.32,13%,3.23,0.43,13%,4,12.3km,0.86,49.31,42.42,15.29,12.7,5.81,0.54,1.18,0.22,0.75,1.72,2.05,11.3,0.97,2.15,0.54,81%,1.83,77%,86%,8.07,0.11,,0.97,
Inj,  ,David Nenakhov,£18K  £55K,1.64,90,Belarusian Highest League,,,,6.85,0.55,75,25%,493,0.01,,0.11,0.18,0.11,0.16,38%,2.37,0.91,20%,2.65,0.55,21%,6,12.9km,0.91,44.73,36.78,17.07,14.51,4.84,0.37,0.73,0.27,0.82,1.64,2.1,14.6,0.91,1.37,0.55,35%,1.92,78%,82%,7.12,0,0.18,0.91,
,  ,Ivan Oreshkevich,£22K  £65K,1.71,91,Belarusian Highest League,,,,5.47,0.07,75,,,0.07,,0,,0,0,,3.79,0.15,3%,2.26,0.07,3%,1,12.2km,1.82,45.04,37.75,13.55,14.94,5.17,0,,,0.66,1.24,1.97,12.97,1.02,2.26,0.07,69%,2.11,78%,84%,7.8,0.07,0.22,1.02,0.07
,  ,Willer Tello,£20K  £60K,1.17,105,Belarusian Highest League,,,,3.11,0.59,58,,,0.02,,0.01,,0.01,0.1,0%,1.5,0.05,13%,4.23,0.59,14%,11,13.0km,2.14,40.66,35.09,14.52,18.27,3.59,0.05,0.11,0,0.96,1.34,2.89,6.38,1.34,1.77,0.11,48%,1.77,94%,86%,12.27,0,0.16,1.34,0.05
Inj,  ,Dmitriy Filippov,£140K  £425K,2,105,Belarusian Highest League,,,,6,0.17,70,,,0.01,,0.02,,0.02,0.07,25%,2.83,0.26,9%,1.89,0.17,9%,2,12.6km,1.63,45.86,37.97,13.89,15.17,5.14,0.09,0.34,0.09,0.77,1.54,2.74,12.51,0.69,1.89,0.77,47%,1.89,81%,83%,8.83,0,0.26,0.69,
,  ,Sergey Hleb,£55K  £160K,2.14,109,Belarusian Highest League,,,,7.73,0,105,,,0.02,,0.04,,0.04,0.1,20%,4.93,0.66,,0.15,0,0%,0,11.8km,0.15,55.9,48.46,6.63,3.24,3.46,0.07,0.37,0.07,0.66,1.62,1.33,18.56,0.22,1.1,0.59,64%,1.18,73%,87%,3.54,0.15,,0.22,
,  ,Patrik Oross,£12K  £35K,1.44,87,Belarusian Highest League,,,,6.81,0.44,109,,,0.03,,0.11,,0.11,0.09,21%,4.19,0.62,10%,4.19,0.44,10%,7,11.8km,1.25,45.44,38.38,14.44,16.62,4.69,0.38,1.19,0.25,0.75,1.75,2.12,12.69,0.81,2,0.69,61%,1.69,82%,84%,7.75,0.06,0.06,0.81,0.06
,  ,Stefan Mitrović,Not for Sale,1.06,88,Belarusian Highest League,,,,6.86,0.48,101,8%,"1,326.00",0.15,,0.07,0.07,0.07,0.08,17%,3.6,0.68,8%,7.53,0.61,8%,7,12.4km,1.56,45.95,37.53,11.27,14.25,5.16,0.27,0.81,0.14,0.75,1.15,1.56,12.56,0.81,1.83,1.15,52%,2.17,94%,82%,7.53,0,0.07,0.81,0.27
Wnt,  ,Kirill Zayats,£2K  £5K,0.71,78,Belarusian Highest League,,,,5.43,0.71,76,,,0.04,,0.01,,0.01,0.06,0%,3.14,0.43,27%,2.57,0.71,28%,10,12.6km,0.71,45.07,36.43,14.43,18,4.71,0.21,0.21,0,0.57,1.14,2.57,12.57,1.14,2,0.07,58%,2.5,85%,81%,7.21,0.07,,1.14,0.07
,  ,Julian Gölles,£9K  £28K,2.18,91,Belarusian Highest League,,,,8.67,0.47,74,,,0.06,,0.13,,0.13,0.14,25%,6.68,0.59,18%,2.58,0.47,18%,4,12.7km,1.29,47.81,39.49,15.47,11.6,5.62,0.12,0.94,0.23,0.94,1.76,2.23,12.54,1.05,1.88,1.17,77%,1.88,89%,83%,8.09,0.35,,1.05,0.23
,  ,Nikita Neskoromniy,£20K  £60K,0.67,88,Belarusian Highest League,,,,5.36,0.19,55,,,0.07,,0.15,,0.15,0.09,17%,2.24,0.29,7%,2.63,0.19,7%,2,12.1km,1.56,43.93,36.23,11.1,14.03,4.48,0.68,1.75,0.29,1.07,1.85,2.05,16.46,1.46,1.56,0.49,42%,1.46,88%,82%,7.6,0.1,0.29,1.46,
,  ,Artem Drabatovich,£24K  £70K,1.58,88,Belarusian Highest League,,,,7.78,0.47,82,,,0.08,,0.06,,0.06,0.13,20%,5.03,1.04,10%,4.56,0.47,10%,5,12.3km,0.57,49.56,43.2,11.01,15.57,6.65,0.19,0.47,0.09,0.28,1.42,2.37,13.2,0.95,2.37,0.57,65%,2.28,80%,87%,7.12,0,,1.14,0.09
,  ,Matias Rale,£10K  £30K,1.28,94,Belarusian Highest League,,,,6.99,0.52,107,100%,"1,378.00",0.12,,0,0.07,0,0.05,100%,4.25,0.98,14%,3.53,0.52,15%,8,12.6km,1.31,46.89,41.47,14.17,13.78,5.68,0,0.07,0.07,0.46,1.44,2.35,14.63,1.37,2.16,0.39,61%,2.09,82%,88%,6.79,0,0.26,1.37,0.07
,  ,Giulio Charlov,£14K  £40K,0.9,88,Belarusian Highest League,,,,7.78,0.51,46,13%,532,0.13,,0.13,0.17,0.13,0.1,25%,5.41,0.85,15%,3.38,0.51,15%,3,12.1km,0.51,46.18,38.06,14.04,16.41,5.58,0.51,1.35,0.34,1.18,1.52,1.52,11.84,1.52,2.03,0.34,70%,2.03,86%,82%,6.94,0,0.34,1.52,
,  ,Vladislav Grekovich,£16K  £50K,1.69,92,Belarusian Highest League,,,,8.74,0,113,,,0.02,,0.06,,0.06,0.15,20%,6.11,1.08,,0.23,0,0%,0,11.0km,0.31,50.88,44.15,4.56,3.09,3.63,0.08,0.39,0.08,0.31,1.78,1.7,18.63,0.15,1.47,0.31,70%,1.01,59%,87%,3.71,0.23,,0.15,
,  ,Solomon Agbalaka,£26K  £80K,1.23,94,Belarusian Highest League,,,,6.52,0.88,74,,,0.12,,0,,0,0,,3.61,0.35,23%,3.7,0.88,24%,10,12.2km,0.35,46.81,38.08,13.75,18.42,5.91,0,,,0.97,1.85,2.38,13.22,1.76,2.91,0.53,55%,3.17,80%,81%,6.43,0.26,0.26,1.76,
,  ,Dmitriy Zhuk,£18K  £55K,1.46,94,Belarusian Highest League,,,,6.08,0.54,79,,,0.01,,0.01,,0.01,0.18,0%,3.15,0.85,14%,3.69,0.54,15%,7,12.5km,0.92,46.15,39.54,13.85,15.23,5.31,0,0.08,0,0.54,1.23,2,13.62,0.85,2.46,0.77,52%,2.85,93%,86%,6.92,0,0.08,0.85,0.08
,  ,Danila Nechaev,£3.5K  £10K,1.46,89,Belarusian Highest League,,,,5.97,1.14,68,13%,"1,025.00",0.24,,0.04,0.09,0.04,0.06,25%,3.6,0.44,20%,8.87,1.58,18%,13,12.2km,1.32,46.36,39.07,12.12,11.59,6.41,0.26,0.7,0.18,0.7,1.49,1.93,12.56,0.97,2.55,0.35,60%,2.37,87%,84%,7.55,0,0.61,0.97,0.09
,  ,Sergey Vergeychik,£18K  £55K,1,80,Belarusian Highest League,,,,6.29,0,72,,,0.04,,0.03,,0.03,0.1,0%,3.06,0.52,,1.05,0,0%,0,11.3km,0.26,51.07,44.43,6.29,9.43,3.32,0,0.26,0,0.52,1.66,1.75,5.32,0.44,0.79,0.61,49%,0.7,67%,87%,3.84,0.17,,0.44,
,  ,André Figueiredo,£2.5K  £8K,1.79,94,Belarusian Highest League,,,,5.41,0.5,75,,,0.06,,0.03,,0.03,0.12,0%,3.32,0.14,12%,3.97,0.5,13%,7,11.5km,1.37,42.76,35.48,12.98,13.34,5.62,0,0.29,0,0.43,1.59,2.16,14.06,1.44,3.03,0.87,61%,2.38,70%,83%,8.08,0,0.14,1.44,0.07
,  ,Alexey Soroka,£4.5K  £14K,0.69,82,Belarusian Highest League,,,,6.2,0.45,69,,,0.07,,0.05,,0.05,0.19,0%,4.41,0.36,13%,3.33,0.45,14%,5,12.2km,1.08,45.94,39.56,13.49,21.85,5.39,0.09,0.27,0,1.35,2.25,2.97,8.63,0.45,1.62,0.27,71%,2.16,89%,86%,7.64,0.09,0.09,0.45,
,  ,Nikita Volchenko,£35K  £100K,1.67,95,Belarusian Highest League,,,,5.24,0.86,85,,,0.12,,0.05,,0.05,0.25,0%,2.71,0.31,31%,4.07,1.05,26%,14,12.6km,0.68,44.11,36.84,14.29,11.77,5.67,0.06,0.18,0,0.68,1.91,2.09,9.73,1.48,2.53,0.12,52%,2.28,74%,84%,6.65,0.18,0.31,1.48,0.06
,  ,Ilya Moskalenchik,£22K  £65K,1.31,96,Belarusian Highest League,,,,5.96,0.44,68,,,0.08,,0,,0,0,0%,4.03,0.79,17%,2.54,0.44,17%,5,12.2km,1.05,45.48,39.96,11.57,12.01,5.78,0.09,0.09,0,0.61,1.75,1.75,14.46,1.05,2.1,0.53,68%,2.98,92%,88%,8.59,0.09,0.09,1.31,0.09
,  ,Artem Beskibalny,£45K  £140K,1.16,92,Belarusian Highest League,,,,8.79,0.11,165,,,0.08,,0.04,,0.04,0.11,0%,6.07,1.23,13%,0.8,0.11,13%,2,11.5km,0.11,50.94,41.83,5.49,4.1,3.3,0.11,0.32,0,0.37,1.76,1.65,11.51,0.05,1.23,0.8,69%,1.07,77%,82%,3.68,0.11,0.21,0.05,
IPR,  ,Maxim Yurasov,£6K  £20K,1.08,95,Belarusian Highest League,,,,5.02,0.6,59,,,0.03,,0.04,,0.04,0.08,0%,3.32,0.26,19%,3.07,0.6,19%,7,12.8km,1.19,44.87,37.72,14.39,18.82,5.28,0,0.43,0,0.85,1.79,2.47,14.3,1.62,2.13,0.26,66%,2.13,78%,84%,7.83,0.17,0.09,1.62,0.09
,  ,Egor Khralenkov,£16K  £50K,1.87,89,Belarusian Highest League,,,,6.27,0.45,70,,,0.08,,0.11,,0.11,0.1,0%,4.03,0.54,12%,3.59,0.45,13%,5,12.5km,0.81,47.33,38.01,11.56,13.98,5.74,0.54,1.08,0,0.63,1.25,1.52,13,0.9,1.7,0.63,64%,1.61,90%,80%,6.72,0,0.09,0.9,0.27
,  ,Gleb Gurban,£12K  £35K,0.93,83,Belarusian Highest League,,,,6.12,1.36,63,,,0.08,,0.18,,0.18,0.14,15%,2.91,0.68,26%,12.23,1.94,16%,14,11.9km,0.39,45.24,40.19,12.72,17.09,4.85,0.29,1.26,0.19,0.29,1.65,1.84,9.32,1.17,3.01,0.19,48%,3.01,94%,89%,7.86,0,0.1,1.26,0.1
Res,  ,Kirill Usenya,£3.5K  £10K,0.92,84,Belarusian Highest League,,,,6.5,0.08,81,,,0.06,,0.02,,0.02,0.05,20%,3.69,0.32,4%,1.93,0.08,4%,1,11.9km,0.48,44.88,38.3,11.64,16.3,4.66,0.08,0.4,0.08,0.56,1.2,2.33,12.52,1.2,2.25,1.45,57%,1.61,57%,85%,7.15,0.24,,1.2,0.08
,  ,Thomas Cox,Not for Sale,1.38,89,Belarusian Highest League,,,,6.82,0.7,88,8%,"1,162.00",0.12,,0.08,0.08,0.08,0.08,23%,2.63,0.39,13%,5.11,0.7,14%,9,12.9km,1.39,46.94,39.81,16.27,13.32,4.88,0.23,1.01,0.23,0.62,1.47,2.09,12.78,0.77,2.4,0.93,39%,2.63,79%,85%,7.44,0.15,0.15,0.77,0.15
,  ,Alexandr Rogov,£4.5K  £12K,0.62,85,Belarusian Highest League,,,,6.59,0.45,74,,,0.08,,0.14,,0.14,0.1,7%,3.39,0.36,14%,3.12,0.45,14%,5,11.9km,1.6,47.32,40.01,10.51,15.59,5.79,0.36,1.34,0.09,0.45,1.51,1.96,9.27,0.8,1.69,0.8,51%,2.58,91%,85%,6.59,0.09,0.09,0.8,0.09
